center_id,name,address,state_name,district_name,block_name,pincode,from,to,lat,long,fee_type,session_id,date,available_capacity,available_capacity_dose1,available_capacity_dose2,fee,allow_all_age,min_age_limit,vaccine,max_age_limit
603362,Apollo Spec Hosp,5-639 Old Mahabalipuram Rd Tirumalai Nagar Perungudi Chennai,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,15:30:00,12,80,Paid,19f3847d-709d-4d32-a9f5-72405b8beab9,24-08-2021,63,43,20,780,TRUE,18,COVISHIELD,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,14:30:00,15:30:00,12,80,Paid,b102cc07-80e5-438a-b688-62a0e0ea6d35,24-08-2021,42,23,19,780,FALSE,45,COVISHIELD,NA
648704,APOLLO MED Ctr CVS KOTU,15 GANDHIMANDABAM ROAD OPP TO AMM SCHOOL KOTTURPURAM CHENNAI,Tamil Nadu,Chennai,Adyar,600085,10:00:00,14:00:00,13,80,Paid,769b1380-f9c1-4887-be10-ca5c2dc28ebd,24-08-2021,74,51,23,780,TRUE,18,COVISHIELD,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:30:00,14:00:00,13,80,Paid,fbfe2676-7bb3-442c-a9b0-6edd7f1d2639,24-08-2021,370,180,190,1410,FALSE,18,COVAXIN,44
710415,Apollo Childrens Hospital,NO. 15 SHAFEE MOHAMMED ROAD THOUSAND LIGHTS CHENNAI,Tamil Nadu,Chennai,Tondiarpet,600006,09:00:00,12:00:00,13,80,Paid,1268d956-e9b9-4439-91ba-7be4bd49e80c,24-08-2021,197,86,111,780,TRUE,18,COVISHIELD,NA
580795,Venkataeswara Hospitals,36 - A Pasumpon Muthuramalinga Thevar Rd Nandanam Extension Nandanam Chennai,Tamil Nadu,Chennai,Teynampet,600035,09:00:00,18:00:00,13,80,Paid,03903f23-4681-4d53-b560-fd1e688debde,24-08-2021,199,100,99,1410,TRUE,18,COVAXIN,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,9da2721d-66b6-4fac-a3f2-fcfd4f960de0,24-08-2021,0,0,0,0,FALSE,18,SPUTNIK V,44
603315,Porur SRMC,Sri Ramachandra Nagar Porur,Tamil Nadu,Chennai,Valasaravakkam,600116,09:00:00,14:00:00,13,80,Paid,c863b658-4216-4f81-a3f6-9ed9e9091f52,24-08-2021,33,22,11,1410,TRUE,18,COVAXIN,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,13:30:00,14:30:00,12,80,Paid,ce78cce9-7677-40fa-92d3-9d1db8f7e16d,24-08-2021,44,23,21,1250,FALSE,45,COVAXIN,NA
764914,Apollo Medical Centre - Kpm,2-319 OMR Karapakkam Landmark Aravind Theatre Chennai Tamil Nadu 600097,Tamil Nadu,Chennai,Sholinganallur,600097,09:00:00,16:00:00,12,80,Paid,4fe297b2-d2b5-484c-a9f7-ab5aff69be21,24-08-2021,87,55,32,1410,TRUE,18,COVAXIN,NA
604744,SIMS HOSPITAL,1 JAWAHARLAL ROAD VADAPALANI,Tamil Nadu,Chennai,Kodambakkam,600026,09:30:00,15:30:00,13,80,Paid,d1d89dbc-b8b2-4cde-b3af-989a4203b2bb,24-08-2021,139,59,80,780,FALSE,45,COVISHIELD,NA
765405,APOLLO MEDICAL CENTRE -T NAGAR,11Sivaprakasam Street Pondybazaar Tnagar Chennai,Tamil Nadu,Chennai,Teynampet,600017,10:00:00,16:00:00,13,80,Paid,223af66b-4196-4d07-ab88-abc6c9fb292c,24-08-2021,163,92,71,780,TRUE,18,COVISHIELD,NA
604744,SIMS HOSPITAL,1 JAWAHARLAL ROAD VADAPALANI,Tamil Nadu,Chennai,Kodambakkam,600026,09:30:00,15:30:00,13,80,Paid,679aeade-5491-4961-b21f-d7f94cf7a02e,24-08-2021,114,50,64,780,FALSE,18,COVISHIELD,44
580606,THE MADRAS MEDICAL MISSION,Ambattur,Tamil Nadu,Chennai,Ambattur,600037,09:00:00,13:00:00,13,80,Paid,67e4e88d-7bbc-4cb3-8c1b-3cdd25a2d2ac,24-08-2021,81,40,41,1410,TRUE,18,COVAXIN,NA
617607,Srushti Hospital Pvt Ltd,No. 1 Padmavathy St Thirumalai Nagar Thiru Nagar Ramapuram,Tamil Nadu,Chennai,Valasaravakkam,600089,09:00:00,18:00:00,13,80,Paid,31c14fe9-cb98-4477-9e12-f13724e6adad,24-08-2021,13,9,4,780,TRUE,18,COVISHIELD,NA
807066,Meridian Hospital,Inner Ring RoadOpp To RTO Kolathur Near Retteri Junction Madhavaram,Tamil Nadu,Chennai,Madhavaram,600099,09:00:00,18:00:00,13,80,Paid,d3f672b0-1d81-47c8-a291-fede36cbde3c,24-08-2021,36,19,17,780,TRUE,18,COVISHIELD,NA
679313,Apollo Clinic Valasaravakkam,1 Prakasam Salai Near McDonald Valasaravakkam,Tamil Nadu,Chennai,Valasaravakkam,600087,11:00:00,13:00:00,13,80,Paid,44958205-8912-4c7a-859a-cb8fe180b5e3,24-08-2021,16,9,7,1410,TRUE,18,COVAXIN,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,13:30:00,16:00:00,13,80,Paid,9c8c6685-4243-4324-a4f3-0df0023f9a12,24-08-2021,165,91,74,780,FALSE,18,COVISHIELD,44
580795,Venkataeswara Hospitals,36 - A Pasumpon Muthuramalinga Thevar Rd Nandanam Extension Nandanam Chennai,Tamil Nadu,Chennai,Teynampet,600035,09:00:00,18:00:00,13,80,Paid,b5e91a6c-75b7-4f27-9a32-39a562961acd,24-08-2021,199,100,99,780,TRUE,18,COVISHIELD,NA
573681,Sundaram Medical Foundation,Vavin Mogappair West Ambattur Industrial Estate,Tamil Nadu,Chennai,Anna Nagar,600058,09:00:00,15:00:00,13,80,Paid,e7822550-baa6-4ac1-89b4-11c3a2ce0e2c,24-08-2021,34,9,25,780,TRUE,18,COVISHIELD,NA
679313,Apollo Clinic Valasaravakkam,1 Prakasam Salai Near McDonald Valasaravakkam,Tamil Nadu,Chennai,Valasaravakkam,600087,11:00:00,13:30:00,13,80,Paid,cf00039a-8cbd-4d6e-8aae-bc655cb04bd9,24-08-2021,46,28,18,780,TRUE,18,COVISHIELD,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,2a8c6872-6be0-40fb-9546-19efc6fcc32b,24-08-2021,0,0,0,0,FALSE,18,COVAXIN,44
611468,Shens Speciality Hospital,40 11th Ave Mettuppalayam Ashok Nagar,Tamil Nadu,Chennai,Kodambakkam,600083,10:00:00,18:00:00,13,80,Paid,243231d7-ad67-4e96-921b-268bd7bfbbe6,24-08-2021,10,9,1,780,TRUE,18,COVISHIELD,NA
631848,VIHAA HOSPITAL,3RD AVENUE BLOCK E ANNANAGAR EAST,Tamil Nadu,Chennai,Anna Nagar,600102,09:00:00,17:00:00,13,80,Paid,bd054ed6-5b17-47c9-bf64-ac98abbc84ec,24-08-2021,236,123,113,1410,TRUE,18,COVAXIN,NA
753599,GOV PERIPHAL PERIYAR NAG WP,GHKarthikeyan Road Periyar Nagar West PeramburChennai,Tamil Nadu,Chennai,TVK Nagar bv,600082,09:00:00,18:00:00,13,80,Free,c23e2990-c3a3-46f2-8d8a-ba0a6cfe9756,24-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
607639,West Minster Health Care,No.145 2 Nungambakkam High RoadChennai,Tamil Nadu,Chennai,Teynampet,600034,08:30:00,15:30:00,13,80,Paid,d1cb0b73-f59f-467d-8274-86ba669909f6,24-08-2021,88,46,42,780,TRUE,18,COVISHIELD,NA
603648,Srinivas Priya Hosp,Srinivas Priya Hospital Perambur Chennai,Tamil Nadu,Chennai,TVK Nagar bv,600011,09:00:00,12:00:00,13,80,Paid,60bb6111-2fc7-4571-9357-e5584edb9f05,24-08-2021,18,10,8,780,TRUE,18,COVISHIELD,NA
611747,JV Hospital,31 Railway Border Rd Akbarabad Kodambakkam,Tamil Nadu,Chennai,Kodambakkam,600024,10:00:00,12:00:00,13,80,Paid,7ee6fcff-949a-48fc-8c7a-29e7a7052185,24-08-2021,39,29,10,780,TRUE,18,COVISHIELD,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,411be02d-a7b0-4988-add7-e62da682e58b,24-08-2021,0,0,0,0,FALSE,45,COVISHIELD,NA
625935,Seethapathi Hospital,128 241 Royapettah High Road Royapettah Chennai,Tamil Nadu,Chennai,Teynampet,600014,09:00:00,15:00:00,13,80,Paid,71a6093a-c3d3-4a02-a9fe-66f94d82b586,24-08-2021,82,47,35,780,TRUE,18,COVISHIELD,NA
620736,The Best Hospital,9 Vellala St Ganga Nag Kodambakkam Chennai,Tamil Nadu,Chennai,Teynampet,600024,09:00:00,18:00:00,13,80,Paid,169d4a51-b6b9-4b80-a35e-762171b080be,24-08-2021,188,98,90,780,TRUE,18,COVISHIELD,NA
626956,Apollo Clinic VELACHEY,Plot No. 46 7th Street Tansi Nagar Velachey- 600042,Tamil Nadu,Chennai,Adyar,600042,10:00:00,13:00:00,12,80,Paid,3ea3428a-655d-47d5-8414-647cf21f0a9a,24-08-2021,35,17,18,780,TRUE,18,COVISHIELD,NA
603300,Gem Hospitals,Thiruvengadam Nagar Perungudi Chennai,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,16:00:00,12,80,Paid,3e2ce30f-310b-4b27-9878-8ce00f098d3e,24-08-2021,121,68,53,780,FALSE,18,COVISHIELD,44
633891,PROMED HOSPITAL,1-10A ECR KOTTIVAKKAM,Tamil Nadu,Chennai,Perungudi,600041,09:00:00,15:00:00,12,80,Paid,1ddf2197-3675-46ef-8d09-ea4d92628d3b,24-08-2021,25,20,5,780,TRUE,18,COVISHIELD,NA
603526,M R Hospital,20 GOVINDAN STREET AYYAAVOO COLONY AMINJIKARAI CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600030,10:00:00,17:00:00,13,80,Paid,bcee1b83-bbdd-4d58-8194-33a60c2b8443,24-08-2021,37,22,15,780,TRUE,18,COVISHIELD,NA
637670,APOLLO MEDICAL CENTRE KOTTURPU,15 GANDHIMANDABAM ROAD OPP TO AMM SCHOOL KOTTURPURAM CHENNAI,Tamil Nadu,Chennai,Adyar,600085,14:00:00,15:00:00,13,80,Paid,d57ee6e9-4008-4f11-a917-f1987a977e7b,24-08-2021,56,29,27,1410,TRUE,18,COVAXIN,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,33856884-aa7b-4c71-9d19-cf040b3fd4c0,24-08-2021,0,0,0,0,FALSE,45,COVAXIN,NA
636987,MIOT Hospitals,112 Mount Poonamallee Road Manapakkam,Tamil Nadu,Chennai,Alandur,600088,08:00:00,15:00:00,13,80,Paid,431b46d3-8ef4-4eac-9649-e4f45de6ccea,24-08-2021,134,81,53,780,TRUE,18,COVISHIELD,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,13:30:00,14:30:00,12,80,Paid,f3977f4d-665d-4258-9c63-d8f7895b5837,24-08-2021,44,23,21,1250,FALSE,18,COVAXIN,44
603579,Apollo Speciality Hospitals,320  PADMA COMPLEX ANNA SALAI TEYNAMPET CHENNAI,Tamil Nadu,Chennai,Teynampet,600035,09:00:00,16:30:00,13,80,Paid,361339dc-9e52-4f75-8a43-66aa92df697c,24-08-2021,166,90,76,780,TRUE,18,COVISHIELD,NA
752087,Vijaya Health Centre,175NSK SALAIVADAPALANICHENNAI,Tamil Nadu,Chennai,Kodambakkam,600026,09:00:00,15:00:00,13,80,Paid,22148d2d-b7e9-4513-a3f9-83abc580707a,24-08-2021,141,70,71,780,FALSE,45,COVISHIELD,NA
633891,PROMED HOSPITAL,1-10A ECR KOTTIVAKKAM,Tamil Nadu,Chennai,Perungudi,600041,09:00:00,14:00:00,12,80,Paid,24865ada-e850-4e4c-bc6a-becc35923197,24-08-2021,57,28,29,1200,TRUE,18,COVAXIN,NA
803616,FLAMINGO HEALTH CARE CENTRE,43 Ambattur Redhills Road VinayapuramAmbatturChennai,Tamil Nadu,Chennai,Ambattur,600053,09:00:00,12:00:00,13,80,Paid,421855a1-4716-4e5c-91ca-79a18810da2e,24-08-2021,20,10,10,780,TRUE,18,COVISHIELD,NA
812587,Anbu Hospital PVT Ltd,No 18-4 Sasi Nagar Rd Near By Clove Dental Backside Balaji Nagar Velachery Chennai Tamil Nadu 600042,Tamil Nadu,Chennai,Adyar,600042,10:00:00,16:00:00,12,80,Paid,9e80983d-2233-4663-b8de-902de54111f4,24-08-2021,64,34,30,780,TRUE,18,COVISHIELD,NA
603299,MGM Hospital Pvt Limited,New No 72 Old No 54 Nelson Manickam Rd Aminjikarai Chennai,Tamil Nadu,Chennai,Anna Nagar,600030,11:00:00,15:00:00,13,80,Paid,ad569cb4-0bbc-4a5b-bdb5-df59cfb1d17c,24-08-2021,369,193,176,1410,TRUE,18,COVAXIN,NA
606064,DIHA CLINIC,6 6TH MAIN ROAD NANGANALLUR CHENNAI,Tamil Nadu,Chennai,Alandur,600061,09:00:00,16:00:00,13,80,Paid,bb89311a-22aa-4479-b438-442948c929fd,24-08-2021,63,48,15,780,TRUE,18,COVISHIELD,NA
640465,Trinity Acute Care Hosp-Covaxn,No.33 Desika RoadMylaporeChennai,Tamil Nadu,Chennai,Teynampet,600004,10:00:00,17:00:00,13,80,Paid,20f68767-8631-4d62-83a6-5b8b9f37fd9c,24-08-2021,35,17,18,1200,TRUE,18,COVAXIN,NA
606106,RPS Hospital Korattur,TVS Nagar Korattur,Tamil Nadu,Chennai,Ambattur,600076,09:00:00,17:00:00,13,80,Paid,90d539ac-4277-4abc-8064-13771e613dc9,24-08-2021,93,48,45,780,FALSE,45,COVISHIELD,NA
700487,APOLLO TONDIARPET WP,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,18:00:00,13,80,Paid,f9b7a7dd-a8f4-4c48-964e-a68ab2d0a892,24-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
764209,Apollo Fertility,Celebrity Buildings T-95 3rd Avenue Anna Nagar Chennai Tamil Nadu 600040,Tamil Nadu,Chennai,Anna Nagar,600040,09:30:00,16:30:00,13,80,Paid,6ddfb995-e6ed-453f-989f-05fdf2997c04,24-08-2021,80,44,36,1410,TRUE,18,COVAXIN,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:30:00,14:00:00,13,80,Paid,df8df952-9a2b-4735-8c01-357f9a6adc48,24-08-2021,385,193,192,1410,FALSE,45,COVAXIN,NA
603713,Prashanth Hospitals -,36 36A Velachery Rd Velachery Chennai,Tamil Nadu,Chennai,Adyar,600042,09:30:00,15:30:00,12,80,Paid,3dc0319a-7cba-4b86-a022-2dc9de2fcae9,24-08-2021,100,25,75,780,FALSE,45,COVISHIELD,NA
731189,MGM - BAI,Parthasarathi Puram T. Nagar Chennai Tamil Nadu 600017,Tamil Nadu,Chennai,Anna Nagar,600017,09:00:00,18:00:00,13,80,Paid,801f27f2-848a-40be-829f-08edc7b53b25,24-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
752087,Vijaya Health Centre,175NSK SALAIVADAPALANICHENNAI,Tamil Nadu,Chennai,Kodambakkam,600026,09:00:00,12:00:00,13,80,Paid,d0a2d13a-8c2e-4029-b923-d6fd8b9edb7a,24-08-2021,142,73,69,1410,FALSE,18,COVAXIN,44
653761,DLF MIOT MEDICAL CENTRE CVS,GF Block 8 DLF Cyber City Mount Poonamallee Road Manapakkam 600089,Tamil Nadu,Chennai,Alandur,600089,08:00:00,17:00:00,11,78,Paid,8d2d34e1-bb66-47dc-83b8-210b122156ab,24-08-2021,139,74,65,780,TRUE,18,COVISHIELD,NA
632061,LAMFER HEALTHCARE LAB,21 First Floor Fist Main Road (Above SRI Tyres Nanganallur Chennai Tamil Nadu 600061,Tamil Nadu,Chennai,Alandur,600061,10:30:00,13:30:00,12,80,Paid,322e8924-da35-4c65-b8c7-edeebfdee93a,24-08-2021,14,7,7,780,FALSE,18,COVISHIELD,44
626956,Apollo Clinic VELACHEY,Plot No. 46 7th Street Tansi Nagar Velachey- 600042,Tamil Nadu,Chennai,Adyar,600042,15:00:00,17:00:00,12,80,Paid,070c5c30-f56d-43c2-8321-b6b0c07c466b,24-08-2021,39,19,20,1410,TRUE,18,COVAXIN,NA
627374,APOLLO CLINIC MADIPAKAM,NO 74 MEDAVAKKAM MAIN ROAD BHARATHI NAGAR MADIPAKKAM,Tamil Nadu,Chennai,Perungudi,600091,09:00:00,11:00:00,12,80,Paid,dcd986a8-0e3d-4c78-9c46-68b205becad9,24-08-2021,34,4,30,1410,TRUE,18,COVAXIN,NA
603601,Billroth Hospitals,43 LAKSHMI TALKIES ROAD SHENOY NAGAR CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600030,09:00:00,13:00:00,13,80,Paid,60080b24-9142-43c3-ae39-ea822c70f5f4,24-08-2021,97,48,49,1200,FALSE,45,COVAXIN,NA
612709,Ravina Hospital,VOC Nagar Main Road No 99 Poonamallee High Rd Maduravoyal,Tamil Nadu,Chennai,Valasaravakkam,600095,09:00:00,18:00:00,13,80,Paid,f5b7ac1e-a2bc-41b8-b66a-4fbf30a2132b,24-08-2021,30,18,12,780,TRUE,18,COVISHIELD,NA
582614,Fortis Hospitals Vadapalani,Arcot Road Vadapalani,Tamil Nadu,Chennai,Kodambakkam,600026,10:00:00,12:00:00,13,80,Paid,1170f54d-391a-4ad9-bbe2-4c3e1e676c57,24-08-2021,0,0,0,1145,FALSE,18,SPUTNIK V,44
613378,ISWARYA FERTILITY CENTRES,13 1ST MAIN ROAD KASTURIBA NAGAR ADYAR CHENNAI,Tamil Nadu,Chennai,Adyar,600020,09:00:00,18:00:00,13,80,Paid,fb97cfb8-b28a-4e64-9542-1a07bbc60e11,24-08-2021,198,100,98,1410,FALSE,18,COVAXIN,44
613378,ISWARYA FERTILITY CENTRES,13 1ST MAIN ROAD KASTURIBA NAGAR ADYAR CHENNAI,Tamil Nadu,Chennai,Adyar,600020,09:00:00,18:00:00,13,80,Paid,85190cac-bc65-4d78-b638-31041076deb6,24-08-2021,194,96,98,1410,FALSE,45,COVAXIN,NA
627812,APOLLO MEDCIAL CENTRE,F 30 SECOND AVENUE ANNANAGAR EAST CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600102,10:00:00,16:00:00,13,80,Paid,dbb985d4-b13d-4935-b621-a2229dc5605a,24-08-2021,18,18,0,780,TRUE,18,COVISHIELD,NA
581756,Apollo Proton,Perungudi,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,12:00:00,12,80,Paid,82657fbb-056a-4add-83b3-27441fe48d02,24-08-2021,393,199,194,780,TRUE,18,COVISHIELD,NA
603601,Billroth Hospitals,43 LAKSHMI TALKIES ROAD SHENOY NAGAR CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600030,09:00:00,13:00:00,13,80,Paid,e8e5f85d-c30c-4304-b517-c0081a98b1f6,24-08-2021,98,50,48,1200,FALSE,18,COVAXIN,44
603615,Noble Hospitals -,4 AUDIAPPA MUDALI STREET OPP. LADY M.CT.M.SCHOOL PURASAWAKKAM PURASAIWAKKAM CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600084,10:30:00,14:30:00,13,80,Paid,6f6ac5fc-c377-4935-b62b-04df754b6197,24-08-2021,29,17,12,780,TRUE,18,COVISHIELD,NA
625906,Apollo Spectra - Alwarpet,12 C P Ramasamy Rd Alwarpet Chennai,Tamil Nadu,Chennai,Teynampet,600018,10:00:00,15:00:00,13,80,Paid,07cacdd6-7588-46f2-986f-1f90650f5017,24-08-2021,92,49,43,780,TRUE,18,COVISHIELD,NA
606982,MINT HOSPITAL,19 1 1st Avenue Shastri NagarAdyar Chennai,Tamil Nadu,Chennai,Adyar,600020,09:00:00,18:00:00,12,80,Paid,40f7c8c8-6bcf-4875-a8ec-1f470a75fa0a,24-08-2021,192,100,92,1410,TRUE,18,COVAXIN,NA
603545,Dr Mehtas Hospitals,NO.2 MCNICHOLS RD 3RD LANE CHETPET CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600031,09:00:00,12:00:00,13,80,Paid,76363eb2-d189-4a79-8a07-de74771c6b43,24-08-2021,92,44,48,780,TRUE,18,COVISHIELD,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,f13015a0-be19-498b-b499-d65047746854,24-08-2021,0,0,0,0,FALSE,18,COVISHIELD,44
635595,Apollo Spectra Hospita,MRC NAGARRA PURAM,Tamil Nadu,Chennai,Adyar,600028,09:30:00,12:00:00,12,80,Paid,af9d9807-d9a5-45d1-83af-014a76d797f0,24-08-2021,28,14,14,1410,TRUE,18,COVAXIN,NA
695918,Apollo Mains Greams,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,16:00:00,13,80,Paid,b9cf9374-ed80-49b8-b36a-2a09ee14bc63,24-08-2021,420,165,255,780,TRUE,18,COVISHIELD,NA
603713,Prashanth Hospitals -,36 36A Velachery Rd Velachery Chennai,Tamil Nadu,Chennai,Adyar,600042,09:30:00,15:30:00,12,80,Paid,3b1ff6d6-58a2-4eb8-a0eb-c184f03a3a2f,24-08-2021,92,74,18,780,FALSE,18,COVISHIELD,44
613588,B M Hospitals,36 5th Main Rd Thillaiganga Nagar Nanganallur Chennai Tamil Nadu 600061,Tamil Nadu,Chennai,Alandur,600061,09:00:00,17:00:00,12,80,Paid,dd9c6a4e-9172-4c45-939f-b6e64053e495,24-08-2021,92,50,42,1410,FALSE,45,COVAXIN,NA
752087,Vijaya Health Centre,175NSK SALAIVADAPALANICHENNAI,Tamil Nadu,Chennai,Kodambakkam,600026,09:00:00,12:00:00,13,80,Paid,28144eb3-04cb-4d03-991d-1b8628522499,24-08-2021,144,73,71,1410,FALSE,45,COVAXIN,NA
733787,ESI AYANAVARAM - WP CVC,53 Medavakkam Tank Rd Thiruvalluvar Nagar Dr Ambedkar Nagar,Tamil Nadu,Chennai,Anna Nagar,600023,09:00:00,18:00:00,13,80,Free,7a1f9145-7ca0-478f-854f-4870c994b98d,24-08-2021,0,0,0,0,TRUE,18,COVAXIN,NA
632061,LAMFER HEALTHCARE LAB,21 First Floor Fist Main Road (Above SRI Tyres Nanganallur Chennai Tamil Nadu 600061,Tamil Nadu,Chennai,Alandur,600061,10:30:00,13:30:00,12,80,Paid,723665cc-e7e4-4225-abf5-5600a85e451e,24-08-2021,17,9,8,780,FALSE,45,COVISHIELD,NA
613809,APOLLO CLINIC MADIPAKKAM,NO 74 MEDAVAKKAM MAIN ROAD BHARATH NAGAR MADIPAKKAM,Tamil Nadu,Chennai,Perungudi,600091,12:00:00,18:00:00,12,80,Paid,8785a293-dc76-4949-9267-76a6f97a0368,24-08-2021,101,38,63,780,TRUE,18,COVISHIELD,NA
635473,Cancer Institute Adyar,Cancer Institute AdyarChennai TN.,Tamil Nadu,Chennai,Adyar,600020,09:00:00,13:00:00,12,80,Paid,34293615-8a3d-4350-91fa-fe5a26db0c25,24-08-2021,139,80,59,150,TRUE,18,COVISHIELD,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,14:30:00,15:30:00,12,80,Paid,27c02915-e7dd-4cfe-990b-778c7973d0ed,24-08-2021,14,14,0,780,FALSE,18,COVISHIELD,44
603190,CURI Hospital,148 Old Mahabalipuram Rd Seevaram Oggiyamduraipakkam Tamil Nadu,Tamil Nadu,Chennai,Sholinganallur,600096,10:00:00,14:00:00,12,80,Paid,9554f2f0-16b1-4b19-8a33-3b2d9a9ac8af,24-08-2021,206,130,76,780,TRUE,18,COVISHIELD,NA
753599,GOV PERIPHAL PERIYAR NAG WP,GHKarthikeyan Road Periyar Nagar West PeramburChennai,Tamil Nadu,Chennai,TVK Nagar bv,600082,09:00:00,18:00:00,13,80,Free,690cbdeb-20b9-4b1f-a7a1-f822c6f5f798,24-08-2021,0,0,0,0,TRUE,18,COVAXIN,NA
752087,Vijaya Health Centre,175NSK SALAIVADAPALANICHENNAI,Tamil Nadu,Chennai,Kodambakkam,600026,09:00:00,15:00:00,13,80,Paid,6550ef43-35c0-479f-894f-732cd8f194ee,24-08-2021,119,65,54,780,FALSE,18,COVISHIELD,44
603648,Srinivas Priya Hosp,Srinivas Priya Hospital Perambur Chennai,Tamil Nadu,Chennai,TVK Nagar bv,600011,12:00:00,15:00:00,13,80,Paid,276b5ec4-e605-4a61-8597-c8180a157ecb,24-08-2021,19,10,9,1410,TRUE,18,COVAXIN,NA
603898,Kanchi Kamakoti Child Trust,12 A Nageswara Rd Tirumurthy Nagar Nungambakkam Chennai,Tamil Nadu,Chennai,Teynampet,600034,09:00:00,11:30:00,13,80,Paid,82fac732-7f53-49da-8b82-f6acea22867e,24-08-2021,90,46,44,780,TRUE,18,COVISHIELD,NA
634445,Apollo Spectra-Alwarpet-CVXIN,12 C P Ramasamy Rd Alwarpet Chennai,Tamil Nadu,Chennai,Teynampet,600018,10:00:00,15:00:00,13,80,Paid,8089522c-f156-405b-80ef-100c67190ae9,24-08-2021,37,20,17,1410,TRUE,18,COVAXIN,NA
582614,Fortis Hospitals Vadapalani,Arcot Road Vadapalani,Tamil Nadu,Chennai,Kodambakkam,600026,15:30:00,17:30:00,13,80,Paid,b33845bd-6839-4893-8a5f-021c1edbef75,24-08-2021,75,41,34,1250,FALSE,18,COVAXIN,44
603197,Prime Indian Hospital,Prime Indian Hospitals Pvt Ltd Chennai TN.,Tamil Nadu,Chennai,Anna Nagar,600106,09:00:00,13:30:00,13,80,Paid,af55d079-ef89-4889-937c-78216ef92e0d,24-08-2021,96,49,47,780,TRUE,18,COVISHIELD,NA
695918,Apollo Mains Greams,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,14:00:00,13,80,Paid,35c2df1a-dd8e-4f07-86fd-d44083bafa09,24-08-2021,575,191,384,1410,TRUE,18,COVAXIN,NA
725814,Motherhood Hospital -,No. 542 TTK Road Alwarpet Chennai,Tamil Nadu,Chennai,Teynampet,600018,14:00:00,20:00:00,13,80,Paid,a2b81cdf-f58d-49df-9835-ffd6a379488a,24-08-2021,90,29,61,780,TRUE,18,COVISHIELD,NA
700491,APOLLO TONDIARPET WP-,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,18:00:00,13,80,Paid,512ae428-dacb-4c54-b152-f0d8150e9696,24-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
603545,Dr Mehtas Hospitals,NO.2 MCNICHOLS RD 3RD LANE CHETPET CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600031,09:00:00,11:00:00,13,80,Paid,a5a4e353-2251-4bef-9394-2ac4e848308c,24-08-2021,33,20,13,1410,TRUE,18,COVAXIN,NA
